Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
27,motif_3,0.5896062226823098,27_motif_3,27,0.014492753623188406,1,3,0.13861386138613863,0.7427128376916368,NC_001895
28,motif_3,0.6063854593119298,28_motif_3,28,0.058823529411764705,1,3,0.13861386138613863,0.8038228501098331,NC_001895
29,motif_1,0.2863535680076628,29_motif_1,29,0.0,59,1,0.2145214521452145,0.5008750201528773,NC_001895
30,motif_1,0.2891901109118681,30_motif_1,30,0.008368200836820083,48,1,0.2145214521452145,0.5120797638939028,NC_001895
31,motif_1,0.2858095809654452,31_motif_1,31,0.0,59,1,0.2145214521452145,0.5003310331106596,NC_001895
32,motif_3,0.5719328187003968,32_motif_3,32,0.02734375,8,3,0.13861386138613863,0.7378904300865354,NC_001895
33,motif_1,0.2897113516577801,33_motif_1,33,0.007722007722007722,49,1,0.2145214521452145,0.5119548115250023,NC_001895
34,motif_3,0.3236871961576757,34_motif_3,34,0.0,30,2,0.10231023102310231,0.42599742718077804,NC_001895
35,motif_1,0.2888027848639455,35_motif_1,35,0.007142857142857143,53,1,0.2145214521452145,0.5104670941520171,NC_001895
36,motif_1,0.2861530819644931,36_motif_1,36,0.0,59,1,0.2145214521452145,0.5006745341097076,NC_001895
37,motif_3,0.3864837409935533,37_motif_3,37,0.017064846416382253,1,4,0.1848184818481848,0.5883670692581203,NC_001895
38,motif_1,0.2599728312116926,38_motif_1,38,0.0,4,1,0.2145214521452145,0.47449428335690713,NC_001895
39,motif_1,0.2906138927167866,39_motif_1,39,0.006430868167202572,56,1,0.2145214521452145,0.5115662130292037,NC_001895
40,motif_1,0.2907446982580911,40_motif_1,40,0.0,56,1,0.2145214521452145,0.5052661504033056,NC_001895
41,motif_2,0.5419762751645373,41_motif_2,41,0.012195121951219513,0,32,0.0033003300330033004,0.5574717271487601,NC_001895
42,motif_2,0.3619500188964474,42_motif_2,42,0.020833333333333332,4,4,0.1848184818481848,0.5676018340779655,NC_001895
43,motif_2,0.3623216368179925,43_motif_2,43,0.02040816326530612,4,4,0.1848184818481848,0.5675482819314834,NC_001895
44,motif_3,0.4010541181908369,44_motif_3,44,0.02556818181818182,2,4,0.1848184818481848,0.6114407818572035,NC_001895
45,motif_1,0.285150529100529,45_motif_1,45,0.0,59,1,0.2145214521452145,0.4996719812457435,NC_001895
46,motif_3,0.4306561712428703,46_motif_3,46,0.016713091922005572,1,4,0.1848184818481848,0.6321877450130607,NC_001895
47,motif_2,0.383155074074074,47_motif_2,47,0.029333333333333333,5,4,0.1848184818481848,0.5973068892555922,NC_001895
48,motif_3,0.6285201099537036,48_motif_3,48,0.07552083333333333,1,17,0.006600660066006601,0.7106416033530435,NC_001895
49,motif_3,0.6369332229915775,49_motif_3,49,0.10204081632653061,1,17,0.006600660066006601,0.7455746993841147,NC_001895
50,motif_1,0.2875323809523809,50_motif_1,50,0.0,59,1,0.2145214521452145,0.5020538330975954,NC_001895
51,motif_1,0.2957781893004116,51_motif_1,51,0.009876543209876543,52,1,0.2145214521452145,0.5201761846555026,NC_001895
52,motif_1,0.2957781893004116,52_motif_1,52,0.009876543209876543,52,1,0.2145214521452145,0.5201761846555026,NC_001895
53,motif_3,0.4420155348689182,53_motif_3,53,0.017543859649122806,1,4,0.1848184818481848,0.6443778763662258,NC_001895
54,motif_1,0.2922137286855964,54_motif_1,54,0.013921113689095127,54,1,0.2145214521452145,0.520656294519906,NC_001895
55,motif_3,0.6090987927842766,55_motif_3,55,0.09181141439205956,13,3,0.13861386138613863,0.8395240685624747,NC_001895
56,motif_3,0.6049089397182092,56_motif_3,56,0.06741573033707865,20,3,0.13861386138613863,0.8109385314414265,NC_001895
57,motif_1,0.2900073172858887,57_motif_1,57,0.017582417582417582,56,1,0.2145214521452145,0.5221111870135208,NC_001895
58,motif_1,0.2902303597085385,58_motif_1,58,0.017241379310344827,56,1,0.2145214521452145,0.5219931911640978,NC_001895
59,motif_1,0.2954758415725046,59_motif_1,59,0.012711864406779662,49,1,0.2145214521452145,0.5227091581244988,NC_001895
60,motif_1,0.2905130911044973,60_motif_1,60,0.016666666666666666,56,1,0.2145214521452145,0.5217012099163785,NC_001895
61,motif_2,0.616655468188647,61_motif_2,61,0.07613168724279835,26,3,0.13861386138613863,0.831401016817584,NC_001895
62,motif_2,0.6151727270545314,62_motif_2,62,0.07862903225806452,27,3,0.13861386138613863,0.8324156206987345,NC_001895
63,motif_2,0.2993043317015279,63_motif_2,63,0.014018691588785047,13,4,0.1848184818481848,0.49814150513849775,NC_001895
64,motif_1,0.2931536187065972,64_motif_1,64,0.0078125,40,1,0.2145214521452145,0.5154875708518116,NC_001895
65,motif_1,0.6164129440299652,65_motif_1,65,0.07736943907156674,26,3,0.13861386138613863,0.8323962444876706,NC_001895
66,motif_2,0.2986317398035447,66_motif_2,66,0.02242152466367713,13,4,0.1848184818481848,0.5058717463154067,NC_001895
67,motif_3,0.6178335447263016,67_motif_3,67,0.08224299065420561,26,3,0.13861386138613863,0.8386903967666458,NC_001895
68,motif_3,0.6164331050128384,68_motif_3,68,0.07720588235294118,25,3,0.13861386138613863,0.8322528487519182,NC_001895
69,motif_3,0.6168020222279732,69_motif_3,69,0.08514492753623189,26,3,0.13861386138613863,0.8405608111503438,NC_001895
70,motif_3,0.6139371255359627,70_motif_3,70,0.08407871198568873,25,3,0.13861386138613863,0.83662969890779,NC_001895
71,motif_3,0.2928239646210597,71_motif_3,71,0.022887323943661973,12,4,0.1848184818481848,0.5005297704129065,NC_001895
72,motif_3,0.5981651995305164,72_motif_3,72,0.0880281690140845,10,3,0.13861386138613863,0.8248072299307395,NC_001895
73,motif_3,0.6056966133846625,73_motif_3,73,0.0773286467486819,25,3,0.13861386138613863,0.821639121519483,NC_001895
74,motif_3,0.6171301010717677,74_motif_3,74,0.10598290598290598,4,3,0.13861386138613863,0.8617268684408123,NC_001895
75,motif_3,0.5878838179519594,75_motif_3,75,0.07256637168141593,14,3,0.13861386138613863,0.7990640510195139,NC_001895
76,motif_2,0.6101003795721187,76_motif_2,76,0.06956521739130435,26,3,0.13861386138613863,0.8182794583495617,NC_001895
77,motif_3,0.5572786841480779,77_motif_3,77,0.0681063122923588,14,3,0.13861386138613863,0.7639988578265754,NC_001895
78,motif_2,0.6168984845970907,78_motif_2,78,0.06968641114982578,26,3,0.13861386138613863,0.8251987571330551,NC_001895
79,motif_2,0.6187089257670088,79_motif_2,79,0.07420494699646643,25,3,0.13861386138613863,0.8315277341496138,NC_001895
80,motif_2,0.587485119047619,80_motif_2,80,0.08888888888888889,16,3,0.13861386138613863,0.8149878693226466,NC_001895
81,motif_2,0.5445848442144821,81_motif_2,81,0.05653710247349823,8,3,0.13861386138613863,0.7397358080741189,NC_001895
82,motif_2,0.6023555788566909,82_motif_2,82,0.09074733096085409,28,3,0.13861386138613863,0.8317167712036836,NC_001895
83,motif_2,0.6079495242876267,83_motif_2,83,0.09487951807228916,25,3,0.13861386138613863,0.8414429037460545,NC_001895
84,motif_2,0.6103467557161754,84_motif_2,84,0.09523809523809523,23,3,0.13861386138613863,0.8441987123404092,NC_001895
85,motif_2,0.6132420574428957,85_motif_2,85,0.09451219512195122,19,3,0.13861386138613863,0.8463681139509855,NC_001895
86,motif_2,0.6261544738389182,86_motif_2,86,0.1259259259259259,6,3,0.13861386138613863,0.8906942611509827,NC_001895
87,motif_2,0.6055693169146082,87_motif_2,87,0.11360239162929746,28,3,0.13861386138613863,0.8577855699300443,NC_001895
88,motif_2,0.6222948407045629,88_motif_2,88,0.09829059829059829,6,3,0.13861386138613863,0.8591993003812998,NC_001895
89,motif_2,0.6251549384584342,89_motif_2,89,0.13135593220338984,5,3,0.13861386138613863,0.8951247320479626,NC_001895
90,motif_2,0.6155537565769111,90_motif_2,90,0.12813370473537605,14,3,0.13861386138613863,0.8823013226984259,NC_001895
91,motif_2,0.6080737699593726,91_motif_2,91,0.10863095238095238,27,3,0.13861386138613863,0.8553185837264635,NC_001895
92,motif_2,0.6212897567959319,92_motif_2,92,0.10329341317365269,6,3,0.13861386138613863,0.8631970313557232,NC_001895
93,motif_2,0.6166105243335298,93_motif_2,93,0.13067400275103164,13,3,0.13861386138613863,0.8858983884707,NC_001895
94,motif_1,0.6182458671117469,94_motif_1,94,0.1072961373390558,3,3,0.13861386138613863,0.8641558658369414,NC_001895
95,motif_1,0.6165157057113579,95_motif_1,95,0.13175230566534915,26,3,0.13861386138613863,0.8868818727628457,NC_001895
96,motif_1,0.6188999791144527,96_motif_1,96,0.12236842105263158,26,3,0.13861386138613863,0.8798822615532229,NC_001895
97,motif_1,0.6194128578260572,97_motif_1,97,0.12051649928263988,27,3,0.13861386138613863,0.8785432184948356,NC_001895
98,motif_1,0.6278230316409122,98_motif_1,98,0.12317880794701987,8,3,0.13861386138613863,0.8896157009740707,NC_001895
99,motif_2,0.6229852603750996,99_motif_2,99,0.12011173184357542,10,3,0.13861386138613863,0.8817108536048136,NC_001895
100,motif_2,0.624556761334853,100_motif_2,100,0.13297872340425532,9,3,0.13861386138613863,0.896149346125247,NC_001895
101,motif_2,0.6216804565966036,101_motif_2,101,0.1770573566084788,12,3,0.13861386138613863,0.937351674591221,NC_001895
