Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
29,motif_1,0.2734066519567597,29_motif_1,29,0.16810344827586207,33,3,0.15841584158415842,0.5999259418167803,NC_001978
30,motif_1,0.27973389550264544,30_motif_1,30,0.1875,33,3,0.15841584158415842,0.6256497370868038,NC_001978
31,motif_1,0.2795999263952892,31_motif_1,31,0.18548387096774194,33,3,0.15841584158415842,0.6234996389471895,NC_001978
32,motif_1,0.27979507688492056,32_motif_1,32,0.18359375,33,3,0.15841584158415842,0.621804668469079,NC_001978
33,motif_1,0.2799652627465127,33_motif_1,33,0.19696969696969696,33,3,0.15841584158415842,0.635350801300368,NC_001978
34,motif_3,0.6274312120139256,34_motif_3,34,0.16728624535315986,0,23,0.0033003300330033004,0.7980177874000888,NC_001978
35,motif_1,0.2878967970521542,35_motif_1,35,0.17857142857142858,33,3,0.15841584158415842,0.6248840672077413,NC_001978
36,motif_1,0.28799430341242177,36_motif_1,36,0.18118466898954705,33,3,0.15841584158415842,0.6275948139861273,NC_001978
37,motif_1,0.2748600252037752,37_motif_1,37,0.20945945945945946,33,3,0.15841584158415842,0.6427353262473932,NC_001978
38,motif_1,0.27545859440267334,38_motif_1,38,0.21710526315789475,33,3,0.15841584158415842,0.6509796991447265,NC_001978
39,motif_1,0.2750270504772112,39_motif_1,39,0.22186495176848875,33,3,0.15841584158415842,0.6553078438298584,NC_001978
40,motif_3,0.6237223834325396,40_motif_3,40,0.15,7,2,0.19801980198019803,0.9717421854127377,NC_001978
41,motif_3,0.6291753737682636,41_motif_3,41,0.1620795107033639,7,2,0.19801980198019803,0.9892746864518256,NC_001978
42,motif_1,0.28496124417831,42_motif_1,42,0.2994011976047904,0,20,0.0033003300330033004,0.5876627718161037,NC_001978
43,motif_3,0.6269066818394022,43_motif_3,43,0.15294117647058825,7,2,0.19801980198019803,0.9778676602901886,NC_001978
44,motif_2,0.6272668481691919,44_motif_2,44,0.14772727272727273,7,2,0.19801980198019803,0.9730139228766626,NC_001978
45,motif_2,0.621603797398589,45_motif_2,45,0.14444444444444443,7,2,0.19801980198019803,0.9640680438232314,NC_001978
46,motif_3,0.6211800595238095,46_motif_3,46,0.1358695652173913,7,2,0.19801980198019803,0.9550694267213988,NC_001978
47,motif_3,0.6198264338624337,47_motif_3,47,0.13333333333333333,7,2,0.19801980198019803,0.951179569175965,NC_001978
48,motif_2,0.6219679232804233,48_motif_2,48,0.14322916666666666,7,2,0.19801980198019803,0.9632168919272879,NC_001978
49,motif_2,0.5974271845643018,49_motif_2,49,0.13520408163265307,17,2,0.19801980198019803,0.9306510681771529,NC_001978
50,motif_1,0.288609649122807,50_motif_1,50,0.2932330827067669,13,3,0.15841584158415842,0.7402585734137324,NC_001978
51,motif_2,0.579137330311928,51_motif_2,51,0.10455764075067024,18,2,0.19801980198019803,0.8817147730427963,NC_001978
52,motif_2,0.5765837941941242,52_motif_2,52,0.11246943765281174,18,2,0.19801980198019803,0.887073033827134,NC_001978
53,motif_2,0.5778661696990116,53_motif_2,53,0.1179245283018868,18,2,0.19801980198019803,0.8938104999810965,NC_001978
54,motif_2,0.5756439558299955,54_motif_2,54,0.11214953271028037,18,2,0.19801980198019803,0.8858132905204739,NC_001978
55,motif_2,0.5982140918109667,55_motif_2,55,0.08636363636363636,51,2,0.19801980198019803,0.882597530154801,NC_001978
56,motif_2,0.5682791981818827,56_motif_2,56,0.10961968680089486,18,2,0.19801980198019803,0.8759186869629756,NC_001978
57,motif_2,0.5680961974533403,57_motif_2,57,0.11208791208791209,18,2,0.19801980198019803,0.8782039115214504,NC_001978
58,motif_2,0.5676178973385331,58_motif_2,58,0.11422413793103449,18,2,0.19801980198019803,0.8798618372497655,NC_001978
59,motif_2,0.5659312407519504,59_motif_2,59,0.1038135593220339,18,2,0.19801980198019803,0.8677646020541823,NC_001978
60,motif_2,0.5556256241732804,60_motif_2,60,0.1125,18,2,0.19801980198019803,0.8661454261534784,NC_001978
61,motif_2,0.5557680279078843,61_motif_2,61,0.11475409836065574,22,2,0.19801980198019803,0.8685419282487381,NC_001978
62,motif_2,0.554945080485151,62_motif_2,62,0.10887096774193548,22,2,0.19801980198019803,0.8618358502072845,NC_001978
63,motif_2,0.5513016587301587,63_motif_2,63,0.1,34,2,0.19801980198019803,0.8493214607103567,NC_001978
64,motif_2,0.5500607817460317,64_motif_2,64,0.1,34,2,0.19801980198019803,0.8480805837262297,NC_001978
65,motif_2,0.5508666804559662,65_motif_2,65,0.09652509652509653,34,2,0.19801980198019803,0.8454115789612608,NC_001978
66,motif_2,0.5504756318384959,66_motif_2,66,0.0970873786407767,34,2,0.19801980198019803,0.8455828124594706,NC_001978
67,motif_2,0.5498462091323363,67_motif_2,67,0.09633911368015415,37,2,0.19801980198019803,0.8442051247926885,NC_001978
68,motif_2,0.5500844526804431,68_motif_2,68,0.09056603773584905,34,2,0.19801980198019803,0.8386702923964902,NC_001978
69,motif_2,0.5650145587127795,69_motif_2,69,0.10401459854014598,39,2,0.19801980198019803,0.8670489592331234,NC_001978
70,motif_2,0.5624723722822462,70_motif_2,70,0.09033613445378151,39,2,0.19801980198019803,0.8508283087162258,NC_001978
71,motif_2,0.5623754090243692,71_motif_2,71,0.10669077757685352,39,2,0.19801980198019803,0.8670859885814208,NC_001978
72,motif_2,0.5573146049171498,72_motif_2,72,0.07984031936127745,38,2,0.19801980198019803,0.8351747262586253,NC_001978
73,motif_2,0.553226607547781,73_motif_2,73,0.07142857142857142,33,2,0.19801980198019803,0.8226749809565503,NC_001978
74,motif_2,0.5525165935291391,74_motif_2,74,0.09124087591240876,38,2,0.19801980198019803,0.8417772714217457,NC_001978
75,motif_2,0.5475490508918344,75_motif_2,75,0.05979381443298969,33,2,0.19801980198019803,0.805362667305022,NC_001978
76,motif_2,0.5482139643981749,76_motif_2,76,0.06275303643724696,33,2,0.19801980198019803,0.80898680281562,NC_001978
77,motif_2,0.5482479249667994,77_motif_2,77,0.0697211155378486,33,2,0.19801980198019803,0.815988842484846,NC_001978
78,motif_2,0.5522694231981796,78_motif_2,78,0.10362694300518134,39,2,0.19801980198019803,0.853916168183559,NC_001978
79,motif_2,0.5557931000273671,79_motif_2,79,0.08620689655172414,39,2,0.19801980198019803,0.8400197985592892,NC_001978
80,motif_2,0.5537334210598459,80_motif_2,80,0.08981001727115717,39,2,0.19801980198019803,0.841563240311201,NC_001978
81,motif_2,0.54857777493824,81_motif_2,81,0.07692307692307693,33,2,0.19801980198019803,0.823520653841515,NC_001978
82,motif_2,0.5507445874183007,82_motif_2,82,0.07352941176470588,34,2,0.19801980198019803,0.8222938011632046,NC_001978
83,motif_2,0.5539780086708467,83_motif_2,83,0.07829181494661921,34,2,0.19801980198019803,0.830289625597664,NC_001978
84,motif_2,0.5548133993793595,84_motif_2,84,0.0847750865051903,33,2,0.19801980198019803,0.8376082878647477,NC_001978
85,motif_1,0.5490883234283708,85_motif_1,85,0.09794628751974724,33,2,0.19801980198019803,0.845054412928316,NC_001978
86,motif_1,0.5517921817202791,86_motif_1,86,0.10176991150442478,33,2,0.19801980198019803,0.8515818952049019,NC_001978
87,motif_1,0.5564766826144376,87_motif_1,87,0.08791208791208792,33,2,0.19801980198019803,0.8424085725067236,NC_001978
88,motif_1,0.5569082161037137,88_motif_1,88,0.08688783570300158,33,2,0.19801980198019803,0.8418158537869134,NC_001978
89,motif_1,0.5587696173558242,89_motif_1,89,0.08620689655172414,33,2,0.19801980198019803,0.8429963158877463,NC_001978
90,motif_1,0.5598256652842578,90_motif_1,90,0.07931570762052877,33,2,0.19801980198019803,0.8371611748849845,NC_001978
91,motif_1,0.5649241012726589,91_motif_1,91,0.08727810650887574,33,2,0.19801980198019803,0.8502220097617326,NC_001978
92,motif_1,0.5648013888888889,92_motif_1,92,0.08676470588235294,33,2,0.19801980198019803,0.8495858967514398,NC_001978
93,motif_1,0.5647041980556131,93_motif_1,93,0.08563134978229318,33,2,0.19801980198019803,0.8483553498181042,NC_001978
94,motif_1,0.5633040801070192,94_motif_1,94,0.08640226628895184,33,2,0.19801980198019803,0.8477261483761691,NC_001978
95,motif_1,0.5610049786628734,95_motif_1,95,0.08108108108108109,33,2,0.19801980198019803,0.8401058617241524,NC_001978
96,motif_1,0.5581562097812097,96_motif_1,96,0.08378378378378379,33,2,0.19801980198019803,0.8399597955451916,NC_001978
97,motif_1,0.5559893589039843,97_motif_1,97,0.069164265129683,33,2,0.19801980198019803,0.8231734260138652,NC_001978
98,motif_1,0.5578499185999186,98_motif_1,98,0.08232118758434548,33,2,0.19801980198019803,0.8381909081644621,NC_001978
99,motif_2,0.2860569634840468,99_motif_2,99,0.4255050505050505,13,3,0.15841584158415842,0.8699778555732557,NC_001978
100,motif_2,0.2888259286532482,100_motif_2,100,0.40335051546391754,13,3,0.15841584158415842,0.8505922857013242,NC_001978
101,motif_2,0.28869497683131223,101_motif_2,101,0.4049689440993789,13,3,0.15841584158415842,0.8520797625148496,NC_001978
