Number_x,Layer,Ml_Average_Probability,Motif_ID,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
40,motif_2,0.6452237554112554,40_motif_2,0.06818181818181818,13,6,0.056105610561056105,0.7695111841541297,NC_004913
41,motif_2,0.6469201751838947,41_motif_2,0.0975609756097561,9,6,0.056105610561056105,0.8005867613547069,NC_004913
42,motif_2,0.6379892290249433,42_motif_2,0.0989010989010989,10,6,0.056105610561056105,0.7929959384870983,NC_004913
43,motif_2,0.6381844806763285,43_motif_2,0.09782608695652174,10,6,0.056105610561056105,0.7921161781939063,NC_004913
44,motif_2,0.6432725586611456,44_motif_2,0.08695652173913043,10,6,0.056105610561056105,0.7863346909613321,NC_004913
45,motif_2,0.6472605460662527,45_motif_2,0.06521739130434782,11,6,0.056105610561056105,0.7685835479316566,NC_004913
46,motif_3,0.6764137002986009,46_motif_3,0.06930693069306931,5,6,0.056105610561056105,0.8018262415527263,NC_004913
47,motif_2,0.668771705146705,47_motif_2,0.08080808080808081,6,6,0.056105610561056105,0.8056853965158419,NC_004913
48,motif_1,0.35082639156291445,48_motif_1,0.05121293800539083,94,1,0.3234323432343234,0.7254716728026287,NC_004913
49,motif_1,0.34709941037254655,49_motif_1,0.04884318766066838,93,1,0.3234323432343234,0.7193749412675383,NC_004913
50,motif_1,0.34630774060679126,50_motif_1,0.04810126582278481,88,1,0.3234323432343234,0.7178413496638995,NC_004913
51,motif_1,0.3618243186025444,51_motif_1,0.04714640198511166,95,1,0.3234323432343234,0.7324030638219794,NC_004913
52,motif_1,0.3570779560616517,52_motif_1,0.050724637681159424,93,1,0.3234323432343234,0.7312349369771345,NC_004913
53,motif_1,0.3633956415501762,53_motif_1,0.05489260143198091,88,1,0.3234323432343234,0.7417205862164804,NC_004913
54,motif_1,0.34459410630449355,54_motif_1,0.056338028169014086,88,1,0.3234323432343234,0.7243644777078311,NC_004913
55,motif_1,0.35926733619627454,55_motif_1,0.05251141552511415,93,1,0.3234323432343234,0.735211094955712,NC_004913
56,motif_1,0.3598124467673249,56_motif_1,0.05121951219512195,87,1,0.3234323432343234,0.7344643021967703,NC_004913
57,motif_1,0.35961853841831715,57_motif_1,0.05530973451327434,92,1,0.3234323432343234,0.7383606161659149,NC_004913
58,motif_1,0.3582685770852617,58_motif_1,0.05399568034557235,92,1,0.3234323432343234,0.7356966006651575,NC_004913
59,motif_1,0.35847541279930045,59_motif_1,0.05296610169491525,92,1,0.3234323432343234,0.7348738577285392,NC_004913
60,motif_1,0.35722021734077164,60_motif_1,0.056485355648535567,92,1,0.3234323432343234,0.7371379162236307,NC_004913
61,motif_1,0.35693048969241914,61_motif_1,0.056016597510373446,92,1,0.3234323432343234,0.7363794304371161,NC_004913
62,motif_1,0.35757569344236007,62_motif_1,0.05454545454545454,92,1,0.3234323432343234,0.735553491222138,NC_004913
63,motif_1,0.35717513963836023,63_motif_1,0.0536779324055666,92,1,0.3234323432343234,0.7342854152782503,NC_004913
64,motif_1,0.35556945219494046,64_motif_1,0.052734375,92,1,0.3234323432343234,0.7317361704292639,NC_004913
65,motif_1,0.3546882631257631,65_motif_1,0.051923076923076926,92,1,0.3234323432343234,0.7300436832831634,NC_004913
66,motif_1,0.35573494021264424,66_motif_1,0.051233396584440226,93,1,0.3234323432343234,0.7304006800314078,NC_004913
67,motif_1,0.3552808502132196,67_motif_1,0.05037313432835821,93,1,0.3234323432343234,0.7290863277759012,NC_004913
68,motif_1,0.3563137849235635,68_motif_1,0.04981549815498155,94,1,0.3234323432343234,0.7295616263128685,NC_004913
69,motif_1,0.3542892792325642,69_motif_1,0.04900181488203267,94,1,0.3234323432343234,0.7267234373489202,NC_004913
70,motif_1,0.3401112472064638,70_motif_1,0.052346570397111915,95,1,0.3234323432343234,0.7158901608378991,NC_004913
71,motif_1,0.35035953917952156,71_motif_1,0.04753521126760563,93,1,0.3234323432343234,0.7213270936814506,NC_004913
72,motif_1,0.34180628491233894,72_motif_1,0.05400696864111498,95,1,0.3234323432343234,0.7192455967877773,NC_004913
73,motif_1,0.32075821547130867,73_motif_1,0.043936731107205626,92,1,0.3234323432343234,0.6881272898128377,NC_004913
74,motif_1,0.34095775686400687,74_motif_1,0.052364864864864864,94,1,0.3234323432343234,0.7167549649631951,NC_004913
75,motif_1,0.3210154063657984,75_motif_1,0.04355400696864112,92,1,0.3234323432343234,0.6880017565687628,NC_004913
76,motif_1,0.3216901981380788,76_motif_1,0.04671280276816609,92,1,0.3234323432343234,0.6918353441405682,NC_004913
77,motif_1,0.347839140297813,77_motif_1,0.04071661237785016,94,1,0.3234323432343234,0.7119880959099866,NC_004913
78,motif_1,0.3433830944142363,78_motif_1,0.04325259515570934,92,1,0.3234323432343234,0.710068032804269,NC_004913
79,motif_1,0.3442332717027646,79_motif_1,0.05388272583201268,94,1,0.3234323432343234,0.7215483407691007,NC_004913
80,motif_1,0.34415788604819214,80_motif_1,0.05337519623233909,94,1,0.3234323432343234,0.7209654255148547,NC_004913
81,motif_1,0.34354861880152576,81_motif_1,0.05271317829457364,94,1,0.3234323432343234,0.7196941403304229,NC_004913
82,motif_1,0.34354861880152576,82_motif_1,0.05271317829457364,94,1,0.3234323432343234,0.7196941403304229,NC_004913
83,motif_2,0.6135690955869527,83_motif_2,0.0,35,2,0.1353135313531353,0.748882626940088,NC_004913
84,motif_1,0.33900975903181785,84_motif_1,0.04524886877828054,94,1,0.3234323432343234,0.7076909710444218,NC_004913
85,motif_1,0.3383292359350052,85_motif_1,0.04585798816568047,94,1,0.3234323432343234,0.7076195673350091,NC_004913
86,motif_1,0.3464977179560513,86_motif_1,0.03753753753753754,93,1,0.3234323432343234,0.7074675987279122,NC_004913
87,motif_1,0.3458005676404285,87_motif_1,0.036603221083455345,94,1,0.3234323432343234,0.7058361319582072,NC_004913
88,motif_1,0.3463330078794108,88_motif_1,0.03884892086330935,94,1,0.3234323432343234,0.7086142719770436,NC_004913
89,motif_1,0.3459886952202353,89_motif_1,0.040787623066104076,93,1,0.3234323432343234,0.7102086615206628,NC_004913
90,motif_1,0.3469534944076083,90_motif_1,0.0379746835443038,92,1,0.3234323432343234,0.7083605211862355,NC_004913
91,motif_1,0.33832109218208356,91_motif_1,0.04310344827586207,90,1,0.3234323432343234,0.7048568836922691,NC_004913
92,motif_1,0.34864059265010355,92_motif_1,0.043478260869565216,96,1,0.3234323432343234,0.7155511967539923,NC_004913
93,motif_1,0.3489109649684246,93_motif_1,0.043010752688172046,95,1,0.3234323432343234,0.7153540608909201,NC_004913
94,motif_1,0.3391397532610404,94_motif_1,0.04526166902404526,90,1,0.3234323432343234,0.7078337655194091,NC_004913
95,motif_1,0.3504498746867168,95_motif_1,0.04342105263157895,95,1,0.3234323432343234,0.7173032705526192,NC_004913
96,motif_1,0.3389443031169637,96_motif_1,0.04189944134078212,90,1,0.3234323432343234,0.7042760876920693,NC_004913
97,motif_1,0.33936804403481824,97_motif_1,0.05161290322580645,93,1,0.3234323432343234,0.7144132904949481,NC_004913
98,motif_1,0.34940690800129576,98_motif_1,0.04336734693877551,95,1,0.3234323432343234,0.7162065981743947,NC_004913
99,motif_1,0.3391863622664256,99_motif_1,0.053164556962025315,94,1,0.3234323432343234,0.7157832624627744,NC_004913
100,motif_1,0.34579835437106166,100_motif_1,0.04773869346733668,91,1,0.3234323432343234,0.7169693910727217,NC_004913
101,motif_1,0.3455832274804049,101_motif_1,0.04962779156327544,91,1,0.3234323432343234,0.7186433622780037,NC_004913
