Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
62,motif_1,0.5930758608550946,62_motif_1,62,0.09879032258064516,66,1,0.2607260726072607,0.9525922560430005,NC_005857
63,motif_3,0.6836149783402837,63_motif_3,63,0.1446028513238289,23,4,0.07920792079207921,0.9074257504561918,NC_005857
64,motif_3,0.6840014144655258,64_motif_3,64,0.146484375,23,4,0.07920792079207921,0.9096937102576049,NC_005857
65,motif_3,0.6820347985347983,65_motif_3,65,0.1519230769230769,23,4,0.07920792079207921,0.9131657962499544,NC_005857
66,motif_3,0.6810379840067339,66_motif_3,66,0.1590909090909091,23,4,0.07920792079207921,0.9193368138897221,NC_005857
67,motif_3,0.6803006772884591,67_motif_3,67,0.15037593984962405,23,4,0.07920792079207921,0.9098845379301623,NC_005857
68,motif_3,0.6785177839278392,68_motif_3,68,0.14944649446494465,22,4,0.07920792079207921,0.907172199184863,NC_005857
69,motif_1,0.5324963983781918,69_motif_1,69,0.1068840579710145,71,1,0.2607260726072607,0.9001065289564671,NC_005857
70,motif_3,0.6551676356589147,70_motif_3,70,0.17531305903398928,9,6,0.07920792079207921,0.9096886154849831,NC_005857
71,motif_1,0.5333556058573664,71_motif_1,71,0.10387323943661972,71,1,0.2607260726072607,0.8979549179012469,NC_005857
72,motif_3,0.6780460073795599,72_motif_3,72,0.14912280701754385,22,4,0.07920792079207921,0.9063767351891829,NC_005857
73,motif_3,0.6776578468145248,73_motif_3,73,0.16095890410958905,22,4,0.07920792079207921,0.917824671716193,NC_005857
74,motif_3,0.6779630169528128,74_motif_3,74,0.15816326530612246,22,4,0.07920792079207921,0.9153342030510144,NC_005857
75,motif_1,0.5293332870370371,75_motif_1,75,0.095,72,1,0.2607260726072607,0.8850593596442977,NC_005857
76,motif_1,0.5295365445464292,76_motif_1,76,0.09390444810543658,72,1,0.2607260726072607,0.8841670652591265,NC_005857
77,motif_1,0.5292242646106838,77_motif_1,77,0.0929853181076672,71,1,0.2607260726072607,0.8829356553256118,NC_005857
78,motif_3,0.6835839699343363,78_motif_3,78,0.16775244299674266,23,4,0.07920792079207921,0.9305443337231581,NC_005857
79,motif_3,0.6806665536467751,79_motif_3,79,0.16139240506329114,23,4,0.07920792079207921,0.9212668795021454,NC_005857
80,motif_3,0.6803011021545503,80_motif_3,80,0.1536050156739812,23,4,0.07920792079207921,0.9131140386206107,NC_005857
81,motif_3,0.6797622652321798,81_motif_3,81,0.15993788819875776,23,4,0.07920792079207921,0.9189080742230167,NC_005857
82,motif_3,0.6791189120575767,82_motif_3,82,0.15062111801242237,22,4,0.07920792079207921,0.9089479508620782,NC_005857
83,motif_3,0.6776129787005163,83_motif_3,83,0.14457831325301204,23,4,0.07920792079207921,0.9013992127456075,NC_005857
84,motif_3,0.6785255946161118,84_motif_3,84,0.13949843260188088,20,4,0.07920792079207921,0.8972319480100719,NC_005857
85,motif_3,0.6770005295158356,85_motif_3,85,0.13343799058084774,20,4,0.07920792079207921,0.8896464408887624,NC_005857
86,motif_3,0.6766865608465608,86_motif_3,86,0.13777777777777778,20,4,0.07920792079207921,0.8936722594164177,NC_005857
87,motif_3,0.6772556102900928,87_motif_3,87,0.14942528735632185,22,4,0.07920792079207921,0.9058888184384939,NC_005857
88,motif_1,0.5909692973453748,88_motif_1,88,0.12643678160919541,78,1,0.2607260726072607,0.9781321515618309,NC_005857
89,motif_1,0.5938584507042254,89_motif_1,89,0.12816901408450704,78,1,0.2607260726072607,0.982753537395993,NC_005857
90,motif_1,0.5941638855448547,90_motif_1,90,0.12921348314606743,78,1,0.2607260726072607,0.9841034412981828,NC_005857
91,motif_2,0.5233581570896515,91_motif_2,91,0.0893854748603352,71,1,0.2607260726072607,0.8734697045572475,NC_005857
92,motif_2,0.5270725191663967,92_motif_2,92,0.10204081632653061,71,1,0.2607260726072607,0.8898394081001881,NC_005857
93,motif_2,0.521804788899687,93_motif_2,93,0.09387755102040816,71,1,0.2607260726072607,0.8764084125273559,NC_005857
94,motif_2,0.5217117839889579,94_motif_2,94,0.09103260869565218,71,1,0.2607260726072607,0.8734704652918708,NC_005857
95,motif_2,0.5201337406015039,95_motif_2,95,0.09605263157894736,71,1,0.2607260726072607,0.8769124447877119,NC_005857
96,motif_2,0.5196375669998552,96_motif_2,96,0.09778357235984354,71,1,0.2607260726072607,0.8781472119669596,NC_005857
97,motif_2,0.5196280086108518,97_motif_2,97,0.09803921568627451,71,1,0.2607260726072607,0.878393296904387,NC_005857
98,motif_2,0.5199613108240239,98_motif_2,98,0.09567496723460026,71,1,0.2607260726072607,0.8763623506658849,NC_005857
99,motif_2,0.5200285136990577,99_motif_2,99,0.09567496723460026,72,1,0.2607260726072607,0.8764295535409186,NC_005857
100,motif_2,0.518256416170635,100_motif_2,100,0.1025,71,1,0.2607260726072607,0.8814824887778958,NC_005857
101,motif_2,0.5191969270587773,101_motif_2,101,0.10148514851485149,71,1,0.2607260726072607,0.8814081481808895,NC_005857
