Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
53,motif_2,0.6599040858318636,53_motif_2,53,0.007407407407407408,49,1,0.264026402640264,0.931337895879535,NC_000902
54,motif_2,0.6517077093499353,54_motif_2,54,0.028268551236749116,53,1,0.264026402640264,0.9440026632269484,NC_000902
55,motif_2,0.5787812499999999,55_motif_2,55,0.0297029702970297,57,1,0.264026402640264,0.8725106229372936,NC_000902
56,motif_2,0.644979423234811,56_motif_2,56,0.008620689655172414,45,1,0.264026402640264,0.9176265155302473,NC_000902
57,motif_2,0.6595640331890329,57_motif_2,57,0.006734006734006734,50,1,0.264026402640264,0.9303244425633036,NC_000902
58,motif_2,0.6586015375347057,58_motif_2,58,0.006600660066006601,50,1,0.264026402640264,0.9292286002409763,NC_000902
59,motif_2,0.6583086030708577,59_motif_2,59,0.006535947712418301,48,1,0.264026402640264,0.92887095342354,NC_000902
60,motif_2,0.6587947348365393,60_motif_2,60,0.006622516556291391,50,1,0.264026402640264,0.9294436540330947,NC_000902
61,motif_2,0.6584002267573694,61_motif_2,61,0.006493506493506494,50,1,0.264026402640264,0.9289201358911399,NC_000902
62,motif_2,0.6577237398822662,62_motif_2,62,0.006622516556291391,48,1,0.264026402640264,0.9283726590788216,NC_000902
63,motif_2,0.6493575069853159,63_motif_2,63,0.011235955056179775,49,1,0.264026402640264,0.9246198646817597,NC_000902
64,motif_2,0.6493575069853159,64_motif_2,64,0.011235955056179775,49,1,0.264026402640264,0.9246198646817597,NC_000902
65,motif_2,0.6438479017177645,65_motif_2,65,0.0273972602739726,53,1,0.264026402640264,0.9352715646320011,NC_000902
66,motif_2,0.6477303814382894,66_motif_2,66,0.023809523809523808,53,1,0.264026402640264,0.9355663078880773,NC_000902
67,motif_2,0.5876308211556226,67_motif_2,67,0.023809523809523808,63,1,0.264026402640264,0.8754667476054104,NC_000902
68,motif_2,0.6516448696145123,68_motif_2,68,0.014285714285714285,55,1,0.264026402640264,0.9299569865404905,NC_000902
69,motif_2,0.6516448696145123,69_motif_2,69,0.014285714285714285,55,1,0.264026402640264,0.9299569865404905,NC_000902
70,motif_2,0.6519167090323671,70_motif_2,70,0.014234875444839857,54,1,0.264026402640264,0.9301779871174709,NC_000902
71,motif_2,0.6510068991924254,71_motif_2,71,0.021052631578947368,54,1,0.264026402640264,0.9360859334116367,NC_000902
72,motif_2,0.6509678710665552,72_motif_2,72,0.017543859649122806,54,1,0.264026402640264,0.932538133355942,NC_000902
73,motif_2,0.6503052576385907,73_motif_2,73,0.024024024024024024,53,1,0.264026402640264,0.9383556843028787,NC_000902
74,motif_3,0.6226570902809071,74_motif_3,74,0.05362776025236593,0,26,0.0033003300330033004,0.6795851805662764,NC_000902
75,motif_2,0.6509749094332425,75_motif_2,75,0.02702702702702703,53,1,0.264026402640264,0.9420283391005336,NC_000902
76,motif_2,0.6493962355212355,76_motif_2,76,0.02702702702702703,53,1,0.264026402640264,0.9404496651885265,NC_000902
77,motif_2,0.6502547536375659,77_motif_2,77,0.026785714285714284,53,1,0.264026402640264,0.9410668705635442,NC_000902
78,motif_2,0.6550794674859189,78_motif_2,78,0.012903225806451613,53,1,0.264026402640264,0.9320090959326346,NC_000902
79,motif_3,0.6750801133023354,79_motif_3,79,0.030303030303030304,38,1,0.264026402640264,0.9694095462456297,NC_000902
80,motif_2,0.6550629109977323,80_motif_2,80,0.023809523809523808,58,1,0.264026402640264,0.9428988374475201,NC_000902
81,motif_2,0.6875954881495976,81_motif_2,81,0.0,12,1,0.264026402640264,0.9516218907898616,NC_000902
82,motif_2,0.6877367308110458,82_motif_2,82,0.0,12,1,0.264026402640264,0.9517631334513098,NC_000902
83,motif_2,0.6874858361369908,83_motif_2,83,0.0,12,1,0.264026402640264,0.9515122387772548,NC_000902
84,motif_2,0.6877739874482399,84_motif_2,84,0.0,12,1,0.264026402640264,0.9518003900885039,NC_000902
85,motif_2,0.642826268232518,85_motif_2,85,0.013513513513513514,69,1,0.264026402640264,0.9203661843862955,NC_000902
86,motif_2,0.6426099039400008,86_motif_2,86,0.012944983818770227,72,1,0.264026402640264,0.919581290399035,NC_000902
87,motif_2,0.6433298081368468,87_motif_2,87,0.012944983818770227,72,1,0.264026402640264,0.920301194595881,NC_000902
88,motif_2,0.6430016174236469,88_motif_2,88,0.006600660066006601,71,1,0.264026402640264,0.9136286801299175,NC_000902
89,motif_2,0.6430016174236469,89_motif_2,89,0.006600660066006601,71,1,0.264026402640264,0.9136286801299175,NC_000902
90,motif_2,0.6430016174236469,90_motif_2,90,0.006600660066006601,71,1,0.264026402640264,0.9136286801299175,NC_000902
91,motif_2,0.6416002727366732,91_motif_2,91,0.013029315960912053,72,1,0.264026402640264,0.9186559913378493,NC_000902
92,motif_2,0.6569291059870549,92_motif_2,92,0.019417475728155338,60,1,0.264026402640264,0.9403729843554742,NC_000902
93,motif_2,0.6562099940138261,93_motif_2,93,0.019464720194647202,60,1,0.264026402640264,0.9397011168487373,NC_000902
94,motif_2,0.6540649479928491,94_motif_2,94,0.0,11,1,0.264026402640264,0.9180913506331131,NC_000902
95,motif_1,0.526115302405115,95_motif_1,95,0.05152224824355972,11,6,0.056105610561056105,0.6337431612097307,NC_000902
96,motif_1,0.5215371634145519,96_motif_1,96,0.05732484076433121,10,6,0.056105610561056105,0.6349676147399392,NC_000902
97,motif_1,0.5088136977544873,97_motif_1,97,0.07655502392344497,9,6,0.056105610561056105,0.6414743322389883,NC_000902
98,motif_1,0.5080825493950494,98_motif_1,98,0.06818181818181818,10,6,0.056105610561056105,0.6323699781379236,NC_000902
99,motif_1,0.5060418366355867,99_motif_1,99,0.06818181818181818,8,6,0.056105610561056105,0.630329265378461,NC_000902
100,motif_2,0.6805573534699746,100_motif_2,100,0.0,18,1,0.264026402640264,0.9445837561102386,NC_000902
101,motif_2,0.6795484702819087,101_motif_2,101,0.0,18,1,0.264026402640264,0.9435748729221727,NC_000902
