Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
89,motif_1,0.3459886952202353,89_motif_1,89,0.040787623066104076,93,1,0.3234323432343234,0.7102086615206628,NC_004913
90,motif_1,0.3469534944076083,90_motif_1,90,0.0379746835443038,92,1,0.3234323432343234,0.7083605211862355,NC_004913
91,motif_1,0.3383210921820835,91_motif_1,91,0.04310344827586207,90,1,0.3234323432343234,0.7048568836922691,NC_004913
92,motif_1,0.3486405926501035,92_motif_1,92,0.043478260869565216,96,1,0.3234323432343234,0.715551196753992,NC_004913
93,motif_1,0.3489109649684246,93_motif_1,93,0.043010752688172046,95,1,0.3234323432343234,0.7153540608909201,NC_004913
94,motif_1,0.3391397532610404,94_motif_1,94,0.04526166902404526,90,1,0.3234323432343234,0.7078337655194091,NC_004913
95,motif_1,0.3504498746867168,95_motif_1,95,0.04342105263157895,95,1,0.3234323432343234,0.7173032705526192,NC_004913
96,motif_1,0.3389443031169637,96_motif_1,96,0.04189944134078212,90,1,0.3234323432343234,0.7042760876920693,NC_004913
97,motif_1,0.3393680440348182,97_motif_1,97,0.05161290322580645,93,1,0.3234323432343234,0.7144132904949481,NC_004913
98,motif_1,0.3494069080012957,98_motif_1,98,0.04336734693877551,95,1,0.3234323432343234,0.7162065981743946,NC_004913
99,motif_1,0.3391863622664256,99_motif_1,99,0.053164556962025315,94,1,0.3234323432343234,0.7157832624627744,NC_004913
100,motif_1,0.3457983543710616,100_motif_1,100,0.04773869346733668,91,1,0.3234323432343234,0.7169693910727217,NC_004913
101,motif_1,0.3455832274804049,101_motif_1,101,0.04962779156327544,91,1,0.3234323432343234,0.7186433622780037,NC_004913
