Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
25,motif_2,0.631616432178932,25_motif_2,25,0.030303030303030304,2,1,0.25412541254125415,0.9160448750232164,NC_002730
26,motif_2,0.6230373533471358,26_motif_2,26,0.07246376811594203,35,1,0.25412541254125415,0.949626534004332,NC_002730
27,motif_1,0.3660635064412239,27_motif_1,27,0.30434782608695654,63,2,0.25412541254125415,0.9245367450694346,NC_002730
28,motif_2,0.6208591978458049,28_motif_2,28,0.0,68,1,0.25412541254125415,0.8749846103870591,NC_002730
29,motif_1,0.3548012881078358,29_motif_1,29,0.36507936507936506,64,2,0.25412541254125415,0.974006065728455,NC_002730
30,motif_1,0.3510756886087768,30_motif_1,30,0.36764705882352944,65,2,0.25412541254125415,0.9728481599735603,NC_002730
31,motif_1,0.6209438736681885,31_motif_1,31,0.0,69,1,0.25412541254125415,0.8750692862094427,NC_002730
32,motif_1,0.613300857843137,32_motif_1,32,0.0,68,1,0.25412541254125415,0.8674262703843911,NC_002730
33,motif_1,0.6137317402806531,33_motif_1,33,0.0,68,1,0.25412541254125415,0.8678571528219072,NC_002730
34,motif_2,0.6140056972789113,34_motif_2,34,0.0,69,1,0.25412541254125415,0.8681311098201654,NC_002730
35,motif_1,0.6118726100288598,35_motif_1,35,0.0,69,1,0.25412541254125415,0.865998022570114,NC_002730
36,motif_1,0.6242419151461208,36_motif_1,36,0.028037383177570093,67,1,0.25412541254125415,0.9064047108649451,NC_002730
37,motif_1,0.611114304610733,37_motif_1,37,0.02857142857142857,69,1,0.25412541254125415,0.8938111457234157,NC_002730
38,motif_1,0.611114304610733,38_motif_1,38,0.02857142857142857,69,1,0.25412541254125415,0.8938111457234157,NC_002730
39,motif_1,0.611114304610733,39_motif_1,39,0.02857142857142857,69,1,0.25412541254125415,0.8938111457234157,NC_002730
40,motif_1,0.6098514525306977,40_motif_1,40,0.0,69,1,0.25412541254125415,0.8639768650719519,NC_002730
41,motif_1,0.6098514525306977,41_motif_1,41,0.0,69,1,0.25412541254125415,0.8639768650719519,NC_002730
42,motif_1,0.6110924674674674,42_motif_1,42,0.018018018018018018,69,1,0.25412541254125415,0.8832358980267396,NC_002730
43,motif_2,0.6234472938298126,43_motif_2,43,0.03759398496240601,69,1,0.25412541254125415,0.9151666913334728,NC_002730
44,motif_2,0.6254420457237622,44_motif_2,44,0.022388059701492536,69,1,0.25412541254125415,0.9019555179665089,NC_002730
45,motif_2,0.611216697191697,45_motif_2,45,0.038461538461538464,71,1,0.25412541254125415,0.9038036481944896,NC_002730
46,motif_2,0.6265451839826839,46_motif_2,46,0.028409090909090908,75,1,0.25412541254125415,0.9090796874330289,NC_002730
47,motif_2,0.627185408299866,47_motif_2,47,0.030120481927710843,69,1,0.25412541254125415,0.911431302768831,NC_002730
48,motif_2,0.6262477227633476,48_motif_2,48,0.028409090909090908,69,1,0.25412541254125415,0.9087822262136926,NC_002730
49,motif_2,0.6301268920798558,49_motif_2,49,0.010309278350515464,73,1,0.25412541254125415,0.8945615829716254,NC_002730
50,motif_2,0.6303363926030181,50_motif_2,50,0.009852216748768473,73,1,0.25412541254125415,0.8943140218930408,NC_002730
51,motif_2,0.6306599702380951,51_motif_2,51,0.018518518518518517,73,1,0.25412541254125415,0.9033039012978676,NC_002730
52,motif_2,0.6292541620524178,52_motif_2,52,0.009302325581395349,73,1,0.25412541254125415,0.8926819001750672,NC_002730
53,motif_2,0.6231854749631811,53_motif_2,53,0.02577319587628866,73,1,0.25412541254125415,0.9030840833807239,NC_002730
54,motif_2,0.6308778128386562,54_motif_2,54,0.020080321285140562,74,1,0.25412541254125415,0.9050835466650509,NC_002730
55,motif_2,0.6144521808723488,55_motif_2,55,0.01680672268907563,52,1,0.25412541254125415,0.8853843161026786,NC_002730
56,motif_2,0.6312802736835474,56_motif_2,56,0.007936507936507936,74,1,0.25412541254125415,0.8933421941613096,NC_002730
57,motif_2,0.618648151422285,57_motif_2,57,0.009900990099009901,69,1,0.25412541254125415,0.8826745540625491,NC_002730
58,motif_2,0.6308281024531024,58_motif_2,58,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
59,motif_2,0.6308281024531024,59_motif_2,59,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
60,motif_2,0.6308281024531024,60_motif_2,60,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
61,motif_2,0.6308281024531024,61_motif_2,61,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
62,motif_2,0.6308281024531024,62_motif_2,62,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
63,motif_2,0.6308281024531024,63_motif_2,63,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
64,motif_2,0.6308281024531024,64_motif_2,64,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
65,motif_2,0.6308281024531024,65_motif_2,65,0.017482517482517484,74,1,0.25412541254125415,0.9024360324768741,NC_002730
66,motif_2,0.6308519175364209,66_motif_2,66,0.017123287671232876,74,1,0.25412541254125415,0.9021006177489079,NC_002730
67,motif_2,0.6319618652157311,67_motif_2,67,0.006872852233676976,74,1,0.25412541254125415,0.8929601299906622,NC_002730
68,motif_2,0.631141031492469,68_motif_2,68,0.01597444089456869,74,1,0.25412541254125415,0.9012408849282918,NC_002730
69,motif_2,0.6324118649549684,69_motif_2,69,0.01567398119122257,74,1,0.25412541254125415,0.9022112586874451,NC_002730
70,motif_2,0.6332632355056825,70_motif_2,70,0.015105740181268883,74,1,0.25412541254125415,0.9024943882282055,NC_002730
71,motif_2,0.6332632355056825,71_motif_2,71,0.015105740181268883,74,1,0.25412541254125415,0.9024943882282055,NC_002730
72,motif_2,0.6325205498866213,72_motif_2,72,0.01488095238095238,74,1,0.25412541254125415,0.9015269148088279,NC_002730
73,motif_2,0.6325205498866213,73_motif_2,73,0.01488095238095238,74,1,0.25412541254125415,0.9015269148088279,NC_002730
74,motif_2,0.6176749134199133,74_motif_2,74,0.01818181818181818,69,1,0.25412541254125415,0.8899821441429856,NC_002730
75,motif_2,0.629394517450897,75_motif_2,75,0.017804154302670624,74,1,0.25412541254125415,0.9013240842948218,NC_002730
76,motif_2,0.6259291988875321,76_motif_2,76,0.017094017094017096,73,1,0.25412541254125415,0.8971486285228034,NC_002730
77,motif_2,0.623921163642152,77_motif_2,77,0.017191977077363897,74,1,0.25412541254125415,0.8952385532607701,NC_002730
78,motif_2,0.6244471238637904,78_motif_2,78,0.017094017094017096,74,1,0.25412541254125415,0.8956665534990618,NC_002730
79,motif_2,0.6142783269557822,79_motif_2,79,0.008928571428571428,74,1,0.25412541254125415,0.8773323109256077,NC_002730
80,motif_2,0.6393539576719576,80_motif_2,80,0.016,72,1,0.25412541254125415,0.9094793702132118,NC_002730
81,motif_2,0.6393539576719576,81_motif_2,81,0.016,72,1,0.25412541254125415,0.9094793702132118,NC_002730
82,motif_2,0.6001040191290189,82_motif_2,82,0.023076923076923078,73,1,0.25412541254125415,0.8773063547471962,NC_002730
83,motif_2,0.6391331400081398,83_motif_2,83,0.017948717948717947,72,1,0.25412541254125415,0.911207270498112,NC_002730
84,motif_2,0.6391331400081398,84_motif_2,84,0.017948717948717947,72,1,0.25412541254125415,0.911207270498112,NC_002730
85,motif_2,0.609661163324979,85_motif_2,85,0.018421052631578946,74,1,0.25412541254125415,0.882207628497812,NC_002730
86,motif_2,0.62110395476961,86_motif_2,86,0.01699029126213592,74,1,0.25412541254125415,0.892219658573,NC_002730
87,motif_2,0.614657490079365,87_motif_2,87,0.020491803278688523,75,1,0.25412541254125415,0.8892747058993076,NC_002730
88,motif_2,0.6054764876159803,88_motif_2,88,0.01932367149758454,74,1,0.25412541254125415,0.878925571654819,NC_002730
89,motif_2,0.6048817939893176,89_motif_2,89,0.018957345971563982,74,1,0.25412541254125415,0.8779645525021358,NC_002730
90,motif_2,0.6030246151438146,90_motif_2,90,0.018561484918793503,74,1,0.25412541254125415,0.8757115126038622,NC_002730
91,motif_2,0.5932841166252311,91_motif_2,91,0.02208835341365462,73,1,0.25412541254125415,0.8694978825801398,NC_002730
92,motif_2,0.6370043395043394,92_motif_2,92,0.018711018711018712,72,1,0.25412541254125415,0.9098407707566123,NC_002730
93,motif_2,0.5919350218333651,93_motif_2,93,0.02208835341365462,72,1,0.25412541254125415,0.8681487877882739,NC_002730
94,motif_2,0.5910362443959772,94_motif_2,94,0.02099236641221374,72,1,0.25412541254125415,0.8661540233494451,NC_002730
95,motif_2,0.5941575205051041,95_motif_2,95,0.016728624535315983,73,1,0.25412541254125415,0.8650115575816741,NC_002730
96,motif_2,0.5941575205051041,96_motif_2,96,0.016728624535315983,73,1,0.25412541254125415,0.8650115575816741,NC_002730
97,motif_2,0.6367465430402929,97_motif_2,97,0.021153846153846155,72,1,0.25412541254125415,0.9120258017353933,NC_002730
98,motif_2,0.5824114793826509,98_motif_2,98,0.016605166051660517,72,1,0.25412541254125415,0.8531420579755655,NC_002730
99,motif_2,0.5824114793826509,99_motif_2,99,0.016605166051660517,72,1,0.25412541254125415,0.8531420579755655,NC_002730
100,motif_2,0.6379207449316361,100_motif_2,100,0.01782178217821782,72,1,0.25412541254125415,0.909867939651108,NC_002730
101,motif_2,0.5760756890863272,101_motif_2,101,0.01800327332242226,55,1,0.25412541254125415,0.8482043749500037,NC_002730
