Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
17,motif_1,0.3021898442092887,17_motif_1,17,0.06666666666666667,54,1,0.3201320132013201,0.6889885240772755,NC_001416
18,motif_1,0.3012184898434898,18_motif_1,18,0.06293706293706294,54,1,0.3201320132013201,0.6842875659818729,NC_001416
19,motif_1,0.3027917188805347,19_motif_1,19,0.05921052631578947,54,1,0.3201320132013201,0.6821342583976443,NC_001416
20,motif_1,0.2993991838873915,20_motif_1,20,0.05660377358490566,54,1,0.3201320132013201,0.6761349706736173,NC_001416
21,motif_1,0.3557649163832199,21_motif_1,21,0.05952380952380952,43,1,0.3201320132013201,0.7354207391083496,NC_001416
22,motif_1,0.3613548881673881,22_motif_1,22,0.056818181818181816,43,1,0.3201320132013201,0.73830508318689,NC_001416
23,motif_1,0.2963684946656258,23_motif_1,23,0.0546448087431694,54,1,0.3201320132013201,0.6711453166101153,NC_001416
24,motif_2,0.3605259259259258,24_motif_2,24,0.075,70,2,0.23432343234323433,0.6698493582691601,NC_001416
25,motif_1,0.3447727182539682,25_motif_1,25,0.05,54,1,0.3201320132013201,0.7149047314552883,NC_001416
26,motif_1,0.3727844074328449,26_motif_1,26,0.057692307692307696,39,1,0.3201320132013201,0.7506087283264727,NC_001416
27,motif_1,0.3522785844088414,27_motif_1,27,0.06074766355140187,54,1,0.3201320132013201,0.7331582611615635,NC_001416
28,motif_1,0.302027520904195,28_motif_1,28,0.05357142857142857,54,1,0.3201320132013201,0.6757309626769437,NC_001416
29,motif_1,0.3078175458401752,29_motif_1,29,0.05172413793103448,54,1,0.3201320132013201,0.6796736969725298,NC_001416
30,motif_1,0.3035671296296297,30_motif_1,30,0.05,54,1,0.3201320132013201,0.6736991428309498,NC_001416
31,motif_1,0.3107486159114183,31_motif_1,31,0.04838709677419355,54,1,0.3201320132013201,0.679267725886932,NC_001416
32,motif_1,0.3120469292534722,32_motif_1,32,0.046875,54,1,0.3201320132013201,0.6790539424547923,NC_001416
33,motif_1,0.3115759701852859,33_motif_1,33,0.045627376425855515,54,1,0.3201320132013201,0.6773353598124615,NC_001416
34,motif_1,0.3505296443268665,34_motif_1,34,0.044444444444444446,39,1,0.3201320132013201,0.715106101972631,NC_001416
35,motif_1,0.3106328214860824,35_motif_1,35,0.043478260869565216,54,1,0.3201320132013201,0.6742430955569677,NC_001416
36,motif_1,0.3126874199387357,36_motif_1,36,0.05263157894736842,54,1,0.3201320132013201,0.6854510120874242,NC_001416
37,motif_1,0.3166152335371086,37_motif_1,37,0.057432432432432436,54,1,0.3201320132013201,0.6941796791708612,NC_001416
38,motif_1,0.3565500696415431,38_motif_1,38,0.046357615894039736,41,1,0.3201320132013201,0.723039698736903,NC_001416
39,motif_1,0.3144975182463125,39_motif_1,39,0.06109324758842444,54,1,0.3201320132013201,0.6957227790360571,NC_001416
40,motif_1,0.315002755386376,40_motif_1,40,0.05956112852664577,54,1,0.3201320132013201,0.6946958971143419,NC_001416
41,motif_1,0.3605409171075837,41_motif_1,41,0.06349206349206349,47,1,0.3201320132013201,0.7441649938009673,NC_001416
42,motif_1,0.357164706662807,42_motif_1,42,0.060790273556231005,47,1,0.3201320132013201,0.7380869934203581,NC_001416
43,motif_1,0.357164706662807,43_motif_1,43,0.060790273556231005,47,1,0.3201320132013201,0.7380869934203581,NC_001416
44,motif_1,0.3605261645706749,44_motif_1,44,0.05934718100890208,47,1,0.3201320132013201,0.740005358780897,NC_001416
45,motif_1,0.3223065310846561,45_motif_1,45,0.058333333333333334,55,1,0.3201320132013201,0.7007718776193096,NC_001416
46,motif_1,0.3230037978718726,46_motif_1,46,0.05817174515235457,55,1,0.3201320132013201,0.7013075562255473,NC_001416
47,motif_1,0.353508254615252,47_motif_1,47,0.05434782608695652,47,1,0.3201320132013201,0.7279880939035286,NC_001416
48,motif_1,0.317534412202381,48_motif_1,48,0.059895833333333336,54,1,0.3201320132013201,0.6975622587370345,NC_001416
49,motif_1,0.317321679791641,49_motif_1,49,0.059431524547803614,54,1,0.3201320132013201,0.6968852175407647,NC_001416
50,motif_1,0.3192321031746031,50_motif_1,50,0.0525,54,1,0.3201320132013201,0.6918641163759232,NC_001416
51,motif_1,0.3289660930378753,51_motif_1,51,0.0594059405940594,87,1,0.3201320132013201,0.7085040468332549,NC_001416
52,motif_1,0.3479505894590846,52_motif_1,52,0.043689320388349516,44,1,0.3201320132013201,0.7117719230487543,NC_001416
53,motif_1,0.2919197430173993,53_motif_1,53,0.040865384615384616,39,1,0.3201320132013201,0.6529171408341041,NC_001416
54,motif_1,0.3210701579935919,54_motif_1,54,0.048723897911832945,54,1,0.3201320132013201,0.689926069106745,NC_001416
55,motif_1,0.3289964736652236,55_motif_1,55,0.05909090909090909,91,1,0.3201320132013201,0.7082193959574528,NC_001416
56,motif_1,0.3277356408327063,56_motif_1,56,0.056433408577878104,91,1,0.3201320132013201,0.7043010626119045,NC_001416
57,motif_2,0.6051784174876846,57_motif_2,57,0.0,27,4,0.09570957095709572,0.7008879884447804,NC_001416
58,motif_1,0.3137058317939245,58_motif_1,58,0.04310344827586207,54,1,0.3201320132013201,0.6769412932711066,NC_001416
59,motif_3,0.5907699643164758,59_motif_3,59,0.015503875968992248,28,4,0.09570957095709572,0.7019834112425638,NC_001416
60,motif_3,0.5692638395324962,60_motif_3,60,0.009950248756218905,14,4,0.09570957095709572,0.6749236592458108,NC_001416
61,motif_1,0.3134537702486881,61_motif_1,61,0.045174537987679675,54,1,0.3201320132013201,0.6787603214376878,NC_001416
62,motif_1,0.3134537702486881,62_motif_1,62,0.045174537987679675,54,1,0.3201320132013201,0.6787603214376878,NC_001416
63,motif_2,0.5803562200073826,63_motif_2,63,0.015503875968992248,15,4,0.09570957095709572,0.6915696669334707,NC_001416
64,motif_2,0.577882793764988,64_motif_2,64,0.02877697841726619,15,4,0.09570957095709572,0.70236934313935,NC_001416
65,motif_1,0.3549682577912346,65_motif_1,65,0.04046242774566474,48,1,0.3201320132013201,0.7155626987382194,NC_001416
66,motif_2,0.5767345825984713,66_motif_2,66,0.014814814814814815,15,4,0.09570957095709572,0.6872589683703819,NC_001416
67,motif_1,0.3420506840796019,67_motif_1,67,0.041044776119402986,48,1,0.3201320132013201,0.703227473400325,NC_001416
68,motif_2,0.5952110739979444,68_motif_2,68,0.014388489208633094,15,4,0.09570957095709572,0.7053091341636732,NC_001416
69,motif_2,0.5935776253738209,69_motif_2,69,0.014492753623188406,15,4,0.09570957095709572,0.703779949954105,NC_001416
70,motif_2,0.5950219246031744,70_motif_2,70,0.014285714285714285,15,4,0.09570957095709572,0.7050172098459844,NC_001416
71,motif_1,0.3439514401720284,71_motif_1,71,0.0481283422459893,48,1,0.3201320132013201,0.7122117956193378,NC_001416
72,motif_1,0.3436999979187479,72_motif_1,72,0.0472027972027972,48,1,0.3201320132013201,0.7110348083228653,NC_001416
73,motif_3,0.6015595466155811,73_motif_3,73,0.022988505747126436,18,4,0.09570957095709572,0.7202576233198033,NC_001416
74,motif_1,0.3493014532389533,74_motif_1,74,0.03885135135135135,48,1,0.3201320132013201,0.7082848177916248,NC_001416
75,motif_1,0.3492300958994709,75_motif_1,75,0.03833333333333333,48,1,0.3201320132013201,0.7076954424341244,NC_001416
76,motif_3,0.5865225291265931,76_motif_3,76,0.019704433497536946,19,4,0.09570957095709572,0.7019365335812258,NC_001416
77,motif_1,0.3216694320232212,77_motif_1,77,0.051070840197693576,91,1,0.3201320132013201,0.6928722854222349,NC_001416
78,motif_1,0.321485241662208,78_motif_1,78,0.04975922953451043,91,1,0.3201320132013201,0.6913764843980386,NC_001416
79,motif_1,0.3209319485321863,79_motif_1,79,0.0491283676703645,91,1,0.3201320132013201,0.690192329403871,NC_001416
80,motif_3,0.6064608553260661,80_motif_3,80,0.024096385542168676,24,4,0.09570957095709572,0.7262668118253305,NC_001416
81,motif_3,0.5941054336393191,81_motif_3,81,0.024096385542168676,24,4,0.09570957095709572,0.7139113901385835,NC_001416
82,motif_3,0.6032024681667538,82_motif_3,82,0.027472527472527472,18,4,0.09570957095709572,0.7263845665963771,NC_001416
83,motif_1,0.3394096336719256,83_motif_1,83,0.046898638426626324,48,1,0.3201320132013201,0.7064402852998721,NC_001416
84,motif_1,0.3382770139634801,84_motif_1,84,0.04661654135338346,48,1,0.3201320132013201,0.7050255685181837,NC_001416
85,motif_1,0.3377140741932408,85_motif_1,85,0.04504504504504504,48,1,0.3201320132013201,0.7028911324396059,NC_001416
86,motif_1,0.3383711657692935,86_motif_1,86,0.04405286343612335,48,1,0.3201320132013201,0.702556042406737,NC_001416
87,motif_1,0.3376795805966064,87_motif_1,87,0.04310344827586207,48,1,0.3201320132013201,0.7009150420737886,NC_001416
88,motif_1,0.3368206514313042,88_motif_1,88,0.043041606886657105,48,1,0.3201320132013201,0.6999942715192814,NC_001416
89,motif_1,0.345628588730382,89_motif_1,89,0.040787623066104076,48,1,0.3201320132013201,0.7065482249978061,NC_001416
90,motif_1,0.3175807136224964,90_motif_1,90,0.04317548746518106,48,1,0.3201320132013201,0.6808882142889976,NC_001416
91,motif_1,0.3458576854775059,91_motif_1,91,0.04005524861878453,48,1,0.3201320132013201,0.7060449472976105,NC_001416
92,motif_1,0.3180379884421893,92_motif_1,92,0.04781420765027322,48,1,0.3201320132013201,0.6859842092937827,NC_001416
93,motif_1,0.3468794027141307,93_motif_1,93,0.040446304044630406,48,1,0.3201320132013201,0.7074577199600812,NC_001416
94,motif_3,0.6013486633249789,94_motif_3,94,0.021052631578947368,18,4,0.09570957095709572,0.718110865861022,NC_001416
95,motif_1,0.3453664616840113,95_motif_1,95,0.04105960264900662,48,1,0.3201320132013201,0.7065580775343381,NC_001416
96,motif_1,0.3465850817481039,96_motif_1,96,0.04308093994778068,48,1,0.3201320132013201,0.7097980348972046,NC_001416
97,motif_1,0.3464943362193362,97_motif_1,97,0.04415584415584416,48,1,0.3201320132013201,0.7107821935765004,NC_001416
98,motif_1,0.346278760903761,98_motif_1,98,0.043758043758043756,48,1,0.3201320132013201,0.7101688178631249,NC_001416
99,motif_1,0.3446637583205325,99_motif_1,99,0.04387096774193548,48,1,0.3201320132013201,0.7086667392637881,NC_001416
100,motif_1,0.3448974635953671,100_motif_1,100,0.04755944931163955,48,1,0.3201320132013201,0.7125889261083268,NC_001416
101,motif_1,0.3455686345464572,101_motif_1,101,0.04962779156327544,48,1,0.3201320132013201,0.7153284393110528,NC_001416
